"dewpti","hum","pressurei","tempm","wdird","wspdm","Value","wday","mday","nminus1Val","nminus2Val","nminus3Val","nminus4Val","nminus5Val"
44.6,55,29.95,16,330,10.8,99,4,23,92,80,65,72,68
44.6,43,29.95,20,320,7.2,90,4,23,99,92,80,65,72
42.8,40,29.95,20,330,3.6,80,4,23,90,99,92,80,65
44.6,40,29.95,21,300,7.2,83,4,23,80,90,99,92,80
42.8,35,29.95,22,320,3.6,82,4,23,83,80,90,99,92
42.8,28,29.92,26,320,7.2,88,4,23,82,83,80,90,99
41,26,29.92,26,340,7.2,76,4,23,88,82,83,80,90
39.2,21,29.92,28,340,3.6,61,4,23,76,88,82,83,80
14,7,29.92,30,360,25.2,29,4,23,61,76,88,82,83
14,7,29.95,29,350,32.4,21,4,23,29,61,76,88,82
15.8,9,29.98,26,340,25.2,15,4,23,21,29,61,76,88
10.4,8,30.01,24,340,25.2,14,4,23,15,21,29,61,76
12.2,10,30.06,22,340,10.8,10,4,23,14,15,21,29,61
10.4,10,30.12,21,340,7.2,24,4,23,10,14,15,21,29
17.6,19,30.15,16,340,3.6,23,4,23,24,10,14,15,21
30.2,36,30.18,14,340,3.6,26,4,23,23,24,10,14,15
33.8,41,30.21,14,320,3.6,78,5,24,26,23,24,10,14
39.2,58,30.21,12,350,3.6,70,5,24,78,26,23,24,10
41,67,30.21,11,350,3.6,56,5,24,70,78,26,23,24
41,76,30.21,9,340,3.6,61,5,24,56,70,78,26,23
42.8,82,30.21,9,360,3.6,60,5,24,61,56,70,78,26
42.8,87,30.21,8,350,3.6,52,5,24,60,61,56,70,78
42.8,87,30.21,8,290,3.6,66,5,24,52,60,61,56,70
46.4,72,30.24,13,310,3.6,65,5,24,66,52,60,61,56
42.8,48,30.24,17,330,7.2,64,5,24,65,66,52,60,61
39.2,35,30.21,20,320,7.2,56,5,24,64,65,66,52,60
30.2,22,30.21,22,330,14.4,57,5,24,56,64,65,66,52
26.6,18,30.18,23,300,14.4,46,5,24,57,56,64,65,66
28.4,17,30.15,25,320,14.4,46,5,24,46,57,56,64,65
26.6,15,30.12,26,320,14.4,47,5,24,46,46,57,56,64
28.4,16,30.06,26,340,18,48,5,24,47,46,46,57,56
30.2,16,30.04,27,340,18,74,5,24,48,47,46,46,57
32,18,30.01,26,360,25.2,65,5,24,74,48,47,46,46
32,18,30.01,26,350,21.6,81,5,24,65,74,48,47,46
33.8,21,30.01,25,340,18,72,5,24,81,65,74,48,47
37.4,27,30.01,23,340,14.4,67,5,24,72,81,65,74,48
37.4,31,30.04,21,340,7.2,69,5,24,67,72,81,65,74
37.4,35,30.04,19,340,7.2,69,5,24,69,67,72,81,65
37.4,39,30.04,17,340,3.6,61,5,24,69,69,67,72,81
41,48,30.04,16,340,3.6,67,5,24,61,69,69,67,72
41,51,30.04,15,320,0,71,6,25,67,61,69,69,67
42.8,63,30.04,13,350,3.6,91,6,25,71,67,61,69,69
41,67,30.04,11,350,3.6,103,6,25,91,71,67,61,69
42.8,71,30.04,11,340,3.6,101,6,25,103,91,71,67,61
41,67,30.04,11,360,7.2,92,6,25,101,103,91,71,67
39.2,66,30.04,10,350,7.2,113,6,25,92,101,103,91,71
39.2,62,30.01,11,290,7.2,103,6,25,113,92,101,103,91
39.2,48,30.04,15,310,7.2,90,6,25,103,113,92,101,103
39.2,37,30.04,19,330,10.8,84,6,25,90,103,113,92,101
39.2,31,30.04,22,320,7.2,79,6,25,84,90,103,113,92
35.6,22,30.01,25,330,3.6,88,6,25,79,84,90,103,113
37.4,23,30.01,26,300,7.2,99,6,25,88,79,84,90,103
33.8,16,29.98,29,320,7.2,100,6,25,99,88,79,84,90
37.4,18,29.95,30,320,14.4,94,6,25,100,99,88,79,84
37.4,16,29.89,32,340,18,66,6,25,94,100,99,88,79
28.4,11,29.86,32,340,18,57,6,25,66,94,100,99,88
33.8,14,29.83,32,360,25.2,54,6,25,57,66,94,100,99
32,14,29.83,31,350,21.6,58,6,25,54,57,66,94,100
37.4,18,29.83,30,340,21.6,72,6,25,58,54,57,66,94
39.2,20,29.83,29,340,21.6,91,6,25,72,58,54,57,66
44.6,26,29.83,28,340,21.6,132,6,25,91,72,58,54,57
50,34,29.86,27,340,21.6,119,6,25,132,91,72,58,54
50,36,29.86,26,340,21.6,96,6,25,119,132,91,72,58
50,36,29.86,26,340,18,105,6,25,96,119,132,91,72
53.6,47,29.86,24,320,14.4,103,0,26,105,96,119,132,91
53.6,50,29.83,23,350,18,99,0,26,103,105,96,119,132
53.6,60,29.83,20,350,7.2,111,0,26,99,103,105,96,119
53.6,72,29.83,17,340,3.6,107,0,26,111,99,103,105,96
51.8,82,29.83,14,360,3.6,121,0,26,107,111,99,103,105
51.8,88,29.86,13,350,3.6,118,0,26,121,107,111,99,103
53.6,88,29.86,14,290,0,117,0,26,118,121,107,111,99
57.2,77,29.89,18,310,3.6,125,0,26,117,118,121,107,111
55.4,64,29.89,20,330,3.6,134,0,26,125,117,118,121,107
57.2,57,29.89,23,320,3.6,139,0,26,134,125,117,118,121
57.2,50,29.89,25,330,7.2,150,0,26,139,134,125,117,118
57.2,45,29.86,27,300,10.8,136,0,26,150,139,134,125,117
53.6,35,29.83,29,320,10.8,125,0,26,136,150,139,134,125
53.6,33,29.8,30,320,18,149,0,26,125,136,150,139,134
55.4,33,29.77,31,340,18,112,0,26,149,125,136,150,139
51.8,29,29.74,31,340,21.6,106,0,26,112,149,125,136,150
46.4,24,29.71,31,360,25.2,88,0,26,106,112,149,125,136
48.2,27,29.71,30,350,25.2,98,0,26,88,106,112,149,125
51.8,33,29.71,29,340,21.6,80,0,26,98,88,106,112,149
51.8,35,29.71,28,340,18,84,0,26,80,98,88,106,112
53.6,39,29.74,27,340,18,128,0,26,84,80,98,88,106
50,36,29.77,26,340,21.6,69,0,26,128,84,80,98,88
50,39,29.77,25,340,18,66,0,26,69,128,84,80,98
50,44,29.74,23,340,18,55,0,26,66,69,128,84,80
51.8,50,29.74,22,320,14.4,61,1,27,55,66,69,128,84
53.6,56,29.74,21,350,3.6,64,1,27,61,55,66,69,128
53.6,56,29.71,21,350,10.8,71,1,27,64,61,55,66,69
53.6,64,29.74,19,340,7.2,80,1,27,71,64,61,55,66
53.6,64,29.71,19,360,7.2,79,1,27,80,71,64,61,55
53.6,68,29.71,18,350,7.2,88,1,27,79,80,71,64,61
53.6,68,29.71,18,290,7.2,94,1,27,88,79,80,71,64
53.6,64,29.74,19,310,7.2,98,1,27,94,88,79,80,71
53.6,56,29.74,21,330,7.2,114,1,27,98,94,88,79,80
55.4,57,29.74,22,320,7.2,120,1,27,114,98,94,88,79
55.4,50,29.74,24,330,7.2,124,1,27,120,114,98,94,88
57.2,50,29.71,25,300,18,127,1,27,124,120,114,98,94
59,51,29.68,26,320,14.4,132,1,27,127,124,120,114,98
57.2,45,29.65,27,320,7.2,118,1,27,132,127,124,120,114
57.2,47,29.65,26,340,7.2,130,1,27,118,132,127,124,120
59,48,29.59,27,340,18,115,1,27,130,118,132,127,124
57.2,45,29.53,27,360,18,107,1,27,115,130,118,132,127
55.4,39,29.59,28,350,14.4,109,1,27,107,115,130,118,132
59,61,29.62,23,340,10.8,52,1,27,109,107,115,130,118
60.8,73,29.62,21,340,10.8,58,1,27,52,109,107,115,130
57.2,73,29.65,19,340,10.8,96,1,27,58,52,109,107,115
55.4,73,29.68,18,340,7.2,47,1,27,96,58,52,109,107
57.2,77,29.68,18,340,3.6,55,1,27,47,96,58,52,109
57.2,82,29.71,17,340,3.6,55,1,27,55,47,96,58,52
53.6,72,29.71,17,320,7.2,40,2,28,55,55,47,96,58
51.8,68,29.71,17,350,10.8,30,2,28,40,55,55,47,96
51.8,68,29.71,17,350,7.2,26,2,28,30,40,55,55,47
53.6,72,29.74,17,340,3.6,35,2,28,26,30,40,55,55
53.6,77,29.74,16,360,10.8,37,2,28,35,26,30,40,55
55.4,82,29.77,16,350,7.2,47,2,28,37,35,26,30,40
55.4,77,29.8,17,290,7.2,48,2,28,47,37,35,26,30
57.2,82,29.83,17,310,7.2,46,2,28,48,47,37,35,26
57.2,73,29.86,19,330,10.8,44,2,28,46,48,47,37,35
55.4,60,29.86,21,320,10.8,42,2,28,44,46,48,47,37
55.4,57,29.89,22,330,10.8,43,2,28,42,44,46,48,47
53.6,53,29.89,22,300,14.4,46,2,28,43,42,44,46,48
51.8,47,29.89,23,320,10.8,48,2,28,46,43,42,44,46
51.8,47,29.89,23,320,10.8,43,2,28,48,46,43,42,44
53.6,47,29.89,24,340,3.6,46,2,28,43,48,46,43,42
51.8,39,29.86,26,340,3.6,48,2,28,46,43,48,46,43
51.8,41,29.86,25,360,7.2,53,2,28,48,46,43,48,46
50,39,29.86,25,350,3.6,58,2,28,53,48,46,43,48
51.8,44,29.86,24,340,7.2,45,2,28,58,53,48,46,43
51.8,50,29.89,22,340,3.6,51,2,28,45,58,53,48,46
51.8,56,29.89,20,340,3.6,53,2,28,51,45,58,53,48
53.6,64,29.92,19,340,3.6,69,2,28,53,51,45,58,53
55.4,64,29.92,20,340,10.8,92,2,28,69,53,51,45,58
57.2,73,29.95,19,340,14.4,109,2,28,92,69,53,51,45
55.4,73,29.98,18,320,7.2,111,3,29,109,92,69,53,51
55.4,77,29.98,17,350,7.2,115,3,29,111,109,92,69,53
55.4,82,29.98,16,350,3.6,120,3,29,115,111,109,92,69
55.4,88,29.98,15,340,3.6,120,3,29,120,115,111,109,92
55.4,88,29.95,15,360,3.6,128,3,29,120,120,115,111,109
55.4,94,29.95,14,350,0,131,3,29,128,120,120,115,111
55.4,94,29.98,14,290,3.6,135,3,29,131,128,120,120,115
57.2,88,29.98,16,310,3.6,136,3,29,135,131,128,120,120
57.2,73,29.98,19,330,0,141,3,29,136,135,131,128,120
57.2,68,29.98,20,320,3.6,146,3,29,141,136,135,131,128
57.2,60,29.98,22,330,3.6,153,3,29,146,141,136,135,131
57.2,57,29.95,23,300,7.2,130,3,29,153,146,141,136,135
57.2,50,29.92,25,320,10.8,115,3,29,130,153,146,141,136
57.2,47,29.89,26,320,10.8,95,3,29,115,130,153,146,141
57.2,47,29.86,26,340,14.4,102,3,29,95,115,130,153,146
59,48,29.83,27,340,14.4,104,3,29,102,95,115,130,153
59,48,29.83,27,360,14.4,104,3,29,104,102,95,115,130
57.2,45,29.83,27,350,18,102,3,29,104,104,102,95,115
57.2,47,29.8,26,340,18,114,3,29,102,104,104,102,95
57.2,53,29.83,24,340,14.4,126,3,29,114,102,104,104,102
57.2,57,29.83,23,340,10.8,110,3,29,126,114,102,104,104
59,61,29.86,23,340,7.2,102,3,29,110,126,114,102,104
59,64,29.86,22,340,7.2,102,3,29,102,110,126,114,102
57.2,64,29.86,21,340,7.2,101,3,29,102,102,110,126,114
59,68,29.86,21,320,7.2,97,4,30,101,102,102,110,126
57.2,68,29.86,20,350,7.2,102,4,30,97,101,102,102,110
59,73,29.86,20,350,7.2,109,4,30,102,97,101,102,102
57.2,73,29.86,19,340,7.2,109,4,30,109,102,97,101,102
57.2,82,29.86,17,360,7.2,116,4,30,109,109,102,97,101
57.2,88,29.86,16,350,3.6,115,4,30,116,109,109,102,97
57.2,88,29.89,16,290,3.6,124,4,30,115,116,109,109,102
59,83,29.89,18,310,3.6,135,4,30,124,115,116,109,109
59,73,29.92,20,330,7.2,131,4,30,135,124,115,116,109
60.8,69,29.92,22,320,3.6,138,4,30,131,135,124,115,116
60.8,65,29.92,23,330,7.2,144,4,30,138,131,135,124,115
60.8,57,29.89,25,300,7.2,126,4,30,144,138,131,135,124
60.8,54,29.86,26,320,10.8,96,4,30,126,144,138,131,135
57.2,40,29.86,29,320,14.4,84,4,30,96,126,144,138,131
57.2,40,29.83,29,340,18,89,4,30,84,96,126,144,138
53.6,33,29.8,30,340,21.6,73,4,30,89,84,96,126,144
53.6,33,29.77,30,360,14.4,71,4,30,73,89,84,96,126
53.6,35,29.77,29,350,18,64,4,30,71,73,89,84,96
53.6,35,29.77,29,340,18,62,4,30,64,71,73,89,84
55.4,42,29.77,27,340,10.8,69,4,30,62,64,71,73,89
57.2,50,29.8,25,340,18,94,4,30,69,62,64,71,73
57.2,53,29.83,24,340,18,187,4,30,94,69,62,64,71
57.2,57,29.8,23,340,14.4,226,4,30,187,94,69,62,64
57.2,60,29.83,22,340,14.4,244,4,30,226,187,94,69,62
57.2,64,29.83,21,320,7.2,260,5,1,244,226,187,94,69
57.2,68,29.83,20,350,10.8,261,5,1,260,244,226,187,94
57.2,77,29.8,18,350,7.2,248,5,1,261,260,244,226,187
55.4,73,29.8,18,340,10.8,210,5,1,248,261,260,244,226
55.4,73,29.77,18,360,7.2,166,5,1,210,248,261,260,244
55.4,77,29.77,17,350,3.6,155,5,1,166,210,248,261,260
55.4,82,29.77,16,290,3.6,156,5,1,155,166,210,248,261
55.4,73,29.8,18,310,3.6,165,5,1,156,155,166,210,248
55.4,64,29.8,20,330,7.2,172,5,1,165,156,155,166,210
57.2,64,29.8,21,320,7.2,175,5,1,172,165,156,155,166
59,61,29.8,23,330,3.6,163,5,1,175,172,165,156,155
59,54,29.77,25,300,10.8,148,5,1,163,175,172,165,156
59,54,29.77,25,320,3.6,183,5,1,148,163,175,172,165
53.6,60,29.8,20,320,43.2,76,5,1,183,148,163,175,172
51.8,60,29.8,19,340,36,53,5,1,76,183,148,163,175
50,56,29.8,19,340,28.8,40,5,1,53,76,183,148,163
50,59,29.83,18,360,21.6,34,5,1,40,53,76,183,148
55.4,88,29.83,15,350,21.6,31,5,1,34,40,53,76,183
55.4,88,29.83,15,340,21.6,35,5,1,31,34,40,53,76
55.4,88,29.86,15,340,18,35,5,1,35,31,34,40,53
55.4,94,29.86,14,340,14.4,30,5,1,35,35,31,34,40
55.4,94,29.86,14,340,3.6,38,5,1,30,35,35,31,34
55.4,88,29.86,15,340,7.2,32,5,1,38,30,35,35,31
55.4,88,29.86,15,340,14.4,33,5,1,32,38,30,35,35
55.4,94,29.86,14,320,3.6,32,6,2,33,32,38,30,35
53.6,88,29.86,14,350,7.2,33,6,2,32,33,32,38,30
53.6,88,29.86,14,350,7.2,30,6,2,33,32,33,32,38
55.4,94,29.83,14,340,3.6,36,6,2,30,33,32,33,32
53.6,94,29.83,13,360,7.2,39,6,2,36,30,33,32,33
53.6,94,29.83,13,350,3.6,42,6,2,39,36,30,33,32
53.6,94,29.86,13,290,7.2,45,6,2,42,39,36,30,33
53.6,82,29.86,15,310,3.6,47,6,2,45,42,39,36,30
51.8,68,29.89,17,330,7.2,48,6,2,47,45,42,39,36
53.6,64,29.89,19,320,10.8,49,6,2,48,47,45,42,39
53.6,60,29.89,20,330,3.6,50,6,2,49,48,47,45,42
53.6,56,29.86,21,300,7.2,51,6,2,50,49,48,47,45
55.4,53,29.86,23,320,7.2,47,6,2,51,50,49,48,47
53.6,50,29.83,23,320,10.8,34,6,2,47,51,50,49,48
55.4,50,29.8,24,340,10.8,39,6,2,34,47,51,50,49
53.6,47,29.77,24,340,14.4,45,6,2,39,34,47,51,50
55.4,50,29.77,24,360,10.8,49,6,2,45,39,34,47,51
55.4,50,29.77,24,350,10.8,52,6,2,49,45,39,34,47
55.4,53,29.74,23,340,18,49,6,2,52,49,45,39,34
57.2,60,29.77,22,340,18,44,6,2,49,52,49,45,39
57.2,64,29.77,21,340,14.4,52,6,2,44,49,52,49,45
57.2,68,29.8,20,340,10.8,57,6,2,52,44,49,52,49
57.2,73,29.83,19,340,7.2,52,6,2,57,52,44,49,52
57.2,82,29.83,17,340,3.6,61,6,2,52,57,52,44,49
57.2,82,29.83,17,320,3.6,112,0,3,61,52,57,52,44
57.2,88,29.83,16,350,3.6,127,0,3,112,61,52,57,52
57.2,88,29.83,16,350,3.6,133,0,3,127,112,61,52,57
57.2,94,29.86,15,340,3.6,138,0,3,133,127,112,61,52
55.4,100,29.86,13,360,10.8,93,0,3,138,133,127,112,61
41,51,29.89,15,350,18,87,0,3,93,138,133,127,112
24.8,25,29.92,16,290,14.4,86,0,3,87,93,138,133,127
23,19,29.95,19,310,28.8,50,0,3,86,87,93,138,133
21.2,17,29.95,20,330,36,46,0,3,50,86,87,93,138
19.4,14,29.95,22,320,28.8,53,0,3,46,50,86,87,93
17.6,13,29.98,22,330,39.6,31,0,3,53,46,50,86,87
19.4,13,29.95,23,300,28.8,25,0,3,31,53,46,50,86
21.2,13,29.95,24,320,25.2,14,0,3,25,31,53,46,50
23,14,29.95,24,320,25.2,36,0,3,14,25,31,53,46
24.8,14,29.92,25,340,28.8,15,0,3,36,14,25,31,53
23,14,29.92,24,340,28.8,11,0,3,15,36,14,25,31
21.2,13,29.92,24,360,39.6,13,0,3,11,15,36,14,25
19.4,13,29.95,23,350,32.4,9,0,3,13,11,15,36,14
14,11,29.95,22,340,25.2,16,0,3,9,13,11,15,36
15.8,13,29.95,20,340,21.6,13,0,3,16,9,13,11,15
15.8,16,29.98,17,340,14.4,11,0,3,13,16,9,13,11
17.6,19,30.01,16,340,14.4,18,0,3,11,13,16,9,13
21.2,23,30.04,15,340,10.8,8,0,3,18,11,13,16,9
17.6,18,30.04,17,340,18,10,0,3,8,18,11,13,16
15.8,17,30.06,16,320,18,12,1,4,10,8,18,11,13
12.2,15,30.06,16,350,25.2,11,1,4,12,10,8,18,11
12.2,15,30.06,16,350,25.2,18,1,4,11,12,10,8,18
14,20,30.09,13,340,18,10,1,4,18,11,12,10,8
12.2,17,30.09,14,360,21.6,7,1,4,10,18,11,12,10
12.2,19,30.09,12,350,10.8,11,1,4,7,10,18,11,12
12.2,19,30.09,12,290,14.4,9,1,4,11,7,10,18,11
14,17,30.09,15,310,18,12,1,4,9,11,7,10,18
14,14,30.09,18,330,10.8,13,1,4,12,9,11,7,10
14,13,30.09,19,320,7.2,10,1,4,13,12,9,11,7
14,12,30.06,20,330,7.2,10,1,4,10,13,12,9,11
14,12,30.04,21,300,10.8,8,1,4,10,10,13,12,9
19.4,13,30.01,23,320,14.4,14,1,4,8,10,10,13,12
19.4,12,29.95,24,320,18,17,1,4,14,8,10,10,13
21.2,13,29.92,24,340,25.2,11,1,4,17,14,8,10,10
23,14,29.89,24,340,25.2,17,1,4,11,17,14,8,10
26.6,17,29.86,24,360,25.2,30,1,4,17,11,17,14,8
28.4,19,29.83,23,350,32.4,27,1,4,30,17,11,17,14
30.2,22,29.8,22,340,25.2,36,1,4,27,30,17,11,17
30.2,22,29.8,22,340,25.2,84,1,4,36,27,30,17,11
35.6,28,29.8,21,340,21.6,60,1,4,84,36,27,30,17
39.2,35,29.8,20,340,18,78,1,4,60,84,36,27,30
37.4,33,29.8,20,340,25.2,49,1,4,78,60,84,36,27
37.4,35,29.77,19,340,21.6,48,1,4,49,78,60,84,36
39.2,40,29.74,18,320,14.4,42,2,5,48,49,78,60,84
39.2,45,29.71,16,350,10.8,42,2,5,42,48,49,78,60
39.2,45,29.68,16,350,10.8,47,2,5,42,42,48,49,78
41,55,29.68,14,340,7.2,50,2,5,47,42,42,48,49
41,58,29.65,13,360,3.6,56,2,5,50,47,42,42,48
41,62,29.68,12,350,3.6,63,2,5,56,50,47,42,42
42.8,67,29.71,12,290,10.8,77,2,5,63,56,50,47,42
44.6,59,29.71,15,310,10.8,68,2,5,77,63,56,50,47
44.6,49,29.68,18,330,7.2,68,2,5,68,77,63,56,50
42.8,40,29.68,20,320,7.2,106,2,5,68,68,77,63,56
37.4,31,29.68,21,330,7.2,87,2,5,106,68,68,77,63
39.2,31,29.68,22,300,7.2,75,2,5,87,106,68,68,77
37.4,25,29.65,24,320,7.2,70,2,5,75,87,106,68,68
37.4,23,29.65,26,320,7.2,122,2,5,70,75,87,106,68
35.6,20,29.62,27,340,7.2,65,2,5,122,70,75,87,106
33.8,17,29.62,28,340,3.6,24,2,5,65,122,70,75,87
33.8,16,29.59,29,360,7.2,19,2,5,24,65,122,70,75
19.4,10,29.62,27,350,25.2,14,2,5,19,24,65,122,70
19.4,11,29.62,26,340,21.6,12,2,5,14,19,24,65,122
23,16,29.65,22,340,10.8,17,2,5,12,14,19,24,65
21.2,17,29.71,20,340,7.2,17,2,5,17,12,14,19,24
24.8,24,29.74,17,340,14.4,16,2,5,17,17,12,14,19
21.2,19,29.77,18,340,7.2,12,2,5,16,17,17,12,14
19.4,17,29.8,19,340,14.4,27,2,5,12,16,17,17,12
19.4,18,29.8,18,320,18,19,3,6,27,12,16,17,17
19.4,20,29.83,16,350,18,38,3,6,19,27,12,16,17
17.6,19,29.83,16,350,18,18,3,6,38,19,27,12,16
14,16,29.86,16,340,14.4,28,3,6,18,38,19,27,12
12.2,16,29.86,15,360,18,17,3,6,28,18,38,19,27
12.2,17,29.89,14,350,10.8,23,3,6,17,28,18,38,19
17.6,21,29.89,14,290,10.8,15,3,6,23,17,28,18,38
21.2,22,29.89,16,310,10.8,10,3,6,15,23,17,28,18
17.6,16,29.89,18,330,14.4,10,3,6,10,15,23,17,28
15.8,13,29.89,20,320,10.8,8,3,6,10,10,15,23,17
17.6,15,29.89,20,330,10.8,10,3,6,8,10,10,15,23
15.8,13,29.89,21,300,10.8,13,3,6,10,8,10,10,15
15.8,13,29.89,21,320,10.8,14,3,6,13,10,8,10,10
17.6,13,29.86,22,320,10.8,19,3,6,14,13,10,8,10
19.4,15,29.86,21,340,10.8,14,3,6,19,14,13,10,8
19.4,14,29.86,22,340,18,14,3,6,14,19,14,13,10
23,17,29.86,21,360,14.4,32,3,6,14,14,19,14,13
24.8,20,29.86,20,350,21.6,27,3,6,32,14,14,19,14
24.8,21,29.83,19,340,18,27,3,6,27,32,14,14,19
19.4,18,29.83,18,340,14.4,26,3,6,27,27,32,14,14
23,22,29.86,17,340,10.8,50,3,6,26,27,27,32,14
24.8,24,29.89,17,340,10.8,61,3,6,50,26,27,27,32
24.8,25,29.89,16,340,10.8,54,3,6,61,50,26,27,27
26.6,27,29.89,16,340,3.6,55,3,6,54,61,50,26,27
24.8,25,29.89,16,320,7.2,59,4,7,55,54,61,50,26
28.4,31,29.86,15,350,7.2,58,4,7,59,55,54,61,50
24.8,27,29.86,15,350,14.4,35,4,7,58,59,55,54,61
30.2,38,29.86,13,340,10.8,29,4,7,35,58,59,55,54
33.8,47,29.86,12,360,7.2,30,4,7,29,35,58,59,55
35.6,58,29.86,10,350,3.6,32,4,7,30,29,35,58,59
37.4,58,29.86,11,290,3.6,35,4,7,32,30,29,35,58
39.2,54,29.89,13,310,7.2,53,4,7,35,32,30,29,35
39.2,45,29.89,16,330,3.6,64,4,7,53,35,32,30,29
35.6,34,29.89,18,320,7.2,48,4,7,64,53,35,32,30
35.6,30,29.89,20,330,7.2,70,4,7,48,64,53,35,32
33.8,25,29.86,22,300,7.2,63,4,7,70,48,64,53,35
24.8,14,29.83,25,320,14.4,57,4,7,63,70,48,64,53
24.8,14,29.8,25,320,14.4,60,4,7,57,63,70,48,64
23,12,29.8,27,340,10.8,59,4,7,60,57,63,70,48
24.8,14,29.77,26,340,14.4,56,4,7,59,60,57,63,70
37.4,24,29.77,25,350,25.2,44,4,7,56,59,60,57,63
41,29,29.8,24,360,25.2,105,4,7,44,56,59,60,57
39.2,29,29.8,23,360,18,45,4,7,105,44,56,59,60
41,33,29.83,22,340,21.6,56,4,7,45,105,44,56,59
44.6,38,29.86,22,340,14.4,56,4,7,56,45,105,44,56
44.6,40,29.86,21,340,10.8,58,4,7,56,56,45,105,44
28.4,24,29.89,19,340,18,19,4,7,58,56,56,45,105
30.2,26,29.89,19,340,14.4,19,4,7,19,58,56,56,45
32,32,29.86,17,320,3.6,20,5,8,19,19,58,56,56
33.8,41,29.86,14,350,7.2,20,5,8,20,19,19,58,56
37.4,48,29.83,14,350,3.6,27,5,8,20,20,19,19,58
37.4,51,29.83,13,340,0,18,5,8,27,20,20,19,19
39.2,58,29.8,12,360,7.2,21,5,8,18,27,20,20,19
42.8,71,29.8,11,350,3.6,22,5,8,21,18,27,20,20
41,58,29.77,13,290,3.6,37,5,8,22,21,18,27,20
41,48,29.8,16,310,7.2,55,5,8,37,22,21,18,27
41,45,29.8,17,330,7.2,50,5,8,55,37,22,21,18
41,42,29.83,18,320,10.8,64,5,8,50,55,37,22,21
44.6,46,29.83,19,330,10.8,73,5,8,64,50,55,37,22
44.6,40,29.83,21,300,18,84,5,8,73,64,50,55,37
44.6,40,29.8,21,320,10.8,60,5,8,84,73,64,50,55
41,33,29.77,22,320,14.4,44,5,8,60,84,73,64,50
41,29,29.74,24,340,7.2,37,5,8,44,60,84,73,64
41,28,29.74,25,340,7.2,35,5,8,37,44,60,84,73
41,29,29.74,24,360,10.8,34,5,8,35,37,44,60,84
44.6,34,29.74,24,350,18,86,5,8,34,35,37,44,60
48.2,43,29.77,22,340,18,89,5,8,86,34,35,37,44
48.2,49,29.83,20,340,18,89,5,8,89,86,34,35,37
48.2,52,29.86,19,340,14.4,77,5,8,89,89,86,34,35
48.2,52,29.89,19,340,18,112,5,8,77,89,89,86,34
51.8,68,29.95,17,340,18,101,5,8,112,77,89,89,86
50,68,29.98,16,340,18,85,5,8,101,112,77,89,89
46.4,63,29.98,15,320,18,69,6,9,85,101,112,77,89
46.4,67,30.01,14,350,10.8,56,6,9,69,85,101,112,77
42.8,59,30.04,14,350,14.4,50,6,9,56,69,85,101,112
42.8,63,30.04,13,340,14.4,39,6,9,50,56,69,85,101
41,58,30.04,13,360,7.2,39,6,9,39,50,56,69,85
41,58,30.04,13,350,7.2,42,6,9,39,39,50,56,69
39.2,54,30.04,13,290,3.6,40,6,9,42,39,39,50,56
39.2,51,30.06,14,330,3.6,40,6,9,40,42,39,39,50
39.2,48,30.06,15,300,3.6,42,6,9,40,40,42,39,39
39.2,45,30.06,16,320,7.2,18,6,9,42,40,40,42,39
35.6,42,30.06,15,320,21.6,24,6,9,18,42,40,40,42
42.8,71,30.06,11,340,14.4,25,6,9,24,18,42,40,40
44.6,72,30.06,12,340,7.2,26,6,9,25,24,18,42,40
42.8,67,30.06,12,360,3.6,28,6,9,26,25,24,18,42
41,58,30.06,13,350,3.6,31,6,9,28,26,25,24,18
42.8,63,30.04,13,340,3.6,31,6,9,31,28,26,25,24
41,58,30.04,13,340,3.6,34,6,9,31,31,28,26,25
42.8,71,30.04,11,340,3.6,38,6,9,34,31,31,28,26
46.4,77,30.06,12,340,3.6,41,6,9,38,34,31,31,28
46.4,77,30.06,12,340,3.6,40,6,9,41,38,34,31,31
46.4,77,30.06,12,340,0,35,6,9,40,41,38,34,31
44.6,72,30.04,12,320,3.6,43,0,10,35,40,41,38,34
44.6,72,30.04,12,350,3.6,35,0,10,43,35,40,41,38
44.6,72,30.04,12,350,3.6,30,0,10,35,43,35,40,41
44.6,72,30.01,12,340,3.6,37,0,10,30,35,43,35,40
44.6,72,30.01,12,360,3.6,50,0,10,37,30,35,43,35
42.8,67,29.98,12,350,7.2,64,0,10,50,37,30,35,43
42.8,67,30.01,12,290,3.6,44,0,10,64,50,37,30,35
44.6,72,30.01,12,310,3.6,48,0,10,44,64,50,37,30
39.2,58,30.01,12,330,7.2,41,0,10,48,44,64,50,37
37.4,54,30.04,12,320,14.4,42,0,10,41,48,44,64,50
42.8,82,30.04,9,330,14.4,43,0,10,42,41,48,44,64
46.4,93,30.01,9,300,7.2,51,0,10,43,42,41,48,44
46.4,93,30.01,9,320,7.2,49,0,10,51,43,42,41,48
46.4,93,30.01,9,320,14.4,53,0,10,49,51,43,42,41
46.4,93,30.01,9,340,18,48,0,10,53,49,51,43,42
46.4,93,29.98,9,340,18,45,0,10,48,53,49,51,43
46.4,93,29.95,9,360,10.8,35,0,10,45,48,53,49,51
48.2,100,29.95,9,350,10.8,34,0,10,35,45,48,53,49
48.2,100,29.95,9,340,10.8,36,0,10,34,35,45,48,53
48.2,100,29.95,9,340,7.2,36,0,10,36,34,35,45,48
